RMM Index only for strong MJOs (amplitude>1)
Year,Mon,Day,PC1,PC2,Phase,Amplitude
1987,5,17,-1.7832,1.74532,8,2.49518
1987,5,18,-2.0564101,1.54168,8,2.57013
1987,5,19,-2.54001,1.0938801,8,2.76554
1987,5,20,-2.65523,0.689924,8,2.74340
1987,5,21,-2.1468,0.102261,8,2.14924
1987,6,3,1.04634,-1.7263499,3,2.01869
1987,7,31,-2.0104201,-0.67181998,1,2.11970
1987,8,1,-1.94477,-1.05375,1,2.21190
1987,8,2,-1.98208,-1.32357,1,2.38337
1987,8,3,-1.88063,-1.4401799,1,2.36873
1987,8,4,-1.75387,-1.47509,1,2.29171
1987,8,5,-1.3454,-1.4852901,2,2.00404
1987,8,6,-1.19165,-1.64147,2,2.02841
1987,8,21,1.99198,-0.89709997,4,2.18467
1987,8,22,1.95517,-0.88249999,4,2.14511
1987,8,23,2.01231,-1.1014301,4,2.29402
1987,8,24,1.97815,-1.2064101,4,2.31700
1987,8,25,1.8839999,-1.0449899,4,2.15440
1987,8,29,2.04199,0.64792299,5,2.14231
1987,11,6,2.0244999,-1.39941,4,2.46109
1987,11,7,2.19135,-1.3717099,4,2.58527
1987,11,8,2.3058701,-1.17238,4,2.58680
1987,11,9,2.2534001,-0.98105001,4,2.45770
1987,11,10,2.56687,-0.77034998,4,2.67998
1987,11,11,2.7532401,-0.52156001,4,2.80220
1987,11,12,2.6884501,-0.084096998,4,2.68977
1987,11,13,2.4937699,0.24167299,5,2.50546
1987,11,14,2.15537,0.78171802,5,2.29275
1987,11,15,1.8262,1.18567,5,2.17734
1987,12,22,0.741458,2.0968101,6,2.22405
1987,12,23,0.70534098,2.00805,6,2.12832
1987,12,27,-0.89657003,1.85817,7,2.06316
1987,12,28,-1.0639499,1.94267,7,2.21494
1987,12,29,-1.00743,1.7367899,7,2.00782
1988,1,18,-0.59364003,-2.0806601,2,2.16369
1988,1,19,-0.61535001,-2.0013499,2,2.09382
1988,1,20,-0.65780997,-1.9734,2,2.08015
1988,1,21,-0.63387001,-2.0260401,2,2.12288
1988,1,22,-0.48113,-2.0378399,2,2.09387
1988,1,23,-0.0273042992,-2.0037701,2,2.00396
1988,1,24,0.352595,-1.97404,3,2.00528
1988,1,25,0.52224499,-2.02246,3,2.08880
1988,1,26,0.78065801,-1.8647,3,2.02151
1988,1,27,0.65722197,-1.95634,3,2.06378
1988,2,17,-0.71753001,1.9444799,7,2.07265
1988,2,18,-1.2524199,1.84753,7,2.23202
1988,2,19,-1.71829,2.0165401,7,2.64933
1988,2,20,-2.0690701,2.28456,7,3.08224
1988,2,21,-2.36081,2.26513,8,3.27174
1988,2,22,-2.30722,2.07672,8,3.10419
1988,2,23,-2.63009,1.67612,8,3.11878
1988,2,24,-3.10198,1.40836,8,3.40672
1988,2,25,-3.3141999,1.35106,8,3.57901
1988,2,26,-3.1694701,1.14221,8,3.36901
1988,2,27,-2.93437,1.04372,8,3.11446
1988,2,28,-2.8797901,0.63889998,8,2.94981
1988,2,29,-2.79968,0.218527,8,2.80820
1988,3,1,-2.72381,-0.13850001,1,2.72733
1988,3,2,-2.4705,-0.52041,1,2.52471
1988,3,3,-2.02934,-0.84846997,1,2.19957
1988,3,4,-1.80779,-0.92263001,1,2.02962
1988,3,5,-1.8602999,-0.80452001,1,2.02682
1988,3,8,-1.60969,-1.20235,1,2.00916
1988,3,9,-1.61851,-1.31849,1,2.08758
1988,3,10,-1.71021,-1.42141,1,2.22379
1988,3,11,-1.46287,-1.3671401,1,2.00227
1988,3,13,-0.89415997,-2.0706401,2,2.25545
1988,3,14,-0.76708001,-2.45542,2,2.57245
1988,3,15,-0.40412,-2.75667,2,2.78613
1988,3,16,0.127241,-2.69526,3,2.69826
1988,3,17,0.59202898,-2.8635399,3,2.92410
1988,3,18,0.83606398,-3.0724499,3,3.18417
1988,3,19,1.0699,-2.95134,3,3.13928
1988,3,20,1.65038,-2.91803,3,3.35241
1988,3,21,2.36268,-2.7837601,3,3.65125
1988,3,22,2.72559,-2.57934,4,3.75258
1988,3,23,3.35186,-2.0774,4,3.94342
1988,3,24,3.58444,-1.58729,4,3.92017
1988,3,25,3.5154099,-0.57529998,4,3.56217
1988,3,26,3.3675001,0.238499,5,3.37594
1988,3,27,3.1703601,1.00613,5,3.32618
1988,3,28,3.13836,1.59258,5,3.51932
1988,3,29,2.7806499,2.0827401,5,3.47416
1988,3,30,2.14446,2.2822199,6,3.13165
1988,3,31,1.34509,2.8698001,6,3.16939
1988,4,1,0.29797599,2.9089301,6,2.92415
1988,4,2,-0.38622001,2.7846401,7,2.81130
1988,4,3,-0.68213999,2.6011901,7,2.68915
1988,4,4,-0.81326997,2.4972301,7,2.62632
1988,4,5,-1.15396,2.18926,7,2.47477
1988,4,6,-1.42563,2.0531199,7,2.49955
1988,4,7,-1.64195,1.71316,7,2.37295
1988,4,8,-1.82797,1.3545901,8,2.27517
1988,4,9,-2.3143599,0.95130903,8,2.50225
1988,4,10,-2.5397699,0.71031302,8,2.63723
1988,4,11,-2.5552101,0.31021601,8,2.57397
1988,4,12,-2.4890499,0.178818,8,2.49547
1988,4,13,-2.28073,0.159198,8,2.28628
1988,4,14,-2.0710499,0.0867523998,8,2.07286
1988,5,21,1.79027,1.11386,5,2.10850
1988,9,22,2.4687099,-0.40257999,4,2.50132
1988,9,23,2.408,-0.20404001,4,2.41663
1988,9,24,2.16959,-0.19406,4,2.17825
1988,9,26,2.0494001,-0.0602619015,4,2.05028
1988,9,27,2.1112001,0.13755,5,2.11567
1988,9,28,2.0541601,0.31646901,5,2.07840
1988,9,29,1.97391,0.35272601,5,2.00518
1988,9,30,2.00207,0.58731401,5,2.08644
1988,10,1,2.1445401,0.55887502,5,2.21617
1988,10,2,2.10274,0.68066502,5,2.21016
1988,10,3,2.2349601,1.31181,5,2.59150
1988,10,4,1.92705,1.56961,5,2.48539
1988,10,5,2.0202601,1.96845,5,2.82068
1988,10,6,2.0924201,2.13393,6,2.98862
1988,10,7,1.7307,2.0067999,6,2.65001
1988,10,8,1.19388,1.8254499,6,2.18119
1989,1,9,-1.35164,-1.55767,2,2.06235
1989,1,11,-0.97465003,-1.75754,2,2.00970
1989,1,12,-0.85360003,-2.1856799,2,2.34645
1989,1,13,-0.78988999,-2.36326,2,2.49177
1989,1,14,-0.77443999,-2.47962,2,2.59774
1989,1,15,-0.48023999,-2.6904099,2,2.73293
1989,1,16,-0.30787,-2.6405001,2,2.65839
1989,1,17,0.19684701,-2.4153399,3,2.42335
1989,1,18,0.55545902,-2.03021,3,2.10482
1989,1,19,0.54483098,-2.0081301,3,2.08073
1989,1,31,0.0109099001,2.0431499,6,2.04318
1989,4,22,0.98168498,1.91443,6,2.15145
1989,4,23,0.60680801,1.933,6,2.02601
1989,4,24,0.33726501,2.03071,6,2.05853
1989,4,27,-0.26925001,2.2048199,7,2.22120
1989,4,28,-0.56875998,2.27685,7,2.34682
1989,4,29,-0.80204999,1.9323699,7,2.09221
1989,7,16,1.70111,1.14002,5,2.04778
1989,9,19,-1.30407,-1.59981,2,2.06397
1989,9,20,-1.25203,-1.56522,2,2.00437
1989,11,27,-0.68079001,2.0779099,7,2.18659
1989,11,28,-1.11096,1.96417,7,2.25659
1989,11,29,-1.63144,1.6473,7,2.31845
1989,11,30,-1.75965,1.38596,8,2.23992
1989,12,1,-1.72727,1.09595,8,2.04562
1990,1,5,0.81559002,-1.84892,3,2.02081
1990,1,6,1.03128,-1.76675,3,2.04571
1990,1,13,2.06249,-1.27237,4,2.42338
1990,1,14,2.37991,-0.96016997,4,2.56630
1990,1,15,2.4533999,-0.48018,4,2.49995
1990,1,16,2.7042201,0.20013601,5,2.71161
1990,1,17,2.5132301,0.69829601,5,2.60843
1990,1,18,2.1946299,1.06249,5,2.43830
1990,1,21,1.67092,1.19873,5,2.05644
1990,1,24,1.4309,1.53585,6,2.09912
1990,1,26,1.36103,1.6719199,6,2.15586
1990,1,27,1.53144,1.85831,6,2.40804
1990,1,28,1.20295,2.02792,6,2.35787
1990,1,29,0.56413299,2.15447,6,2.22711
1990,1,30,0.0327764004,2.0313001,6,2.03157
1990,2,27,1.57818,-1.3252,4,2.06078
1990,2,28,1.75837,-1.03564,4,2.04069
1990,3,1,1.79712,-0.96736002,4,2.04093
1990,3,2,2.03865,-0.98255998,4,2.26307
1990,3,3,2.5339601,-0.94195998,4,2.70338
1990,3,4,2.8979399,-0.86346,4,3.02384
1990,3,5,2.9561501,-0.62977999,4,3.02249
1990,3,6,2.9426999,-0.15178999,4,2.94662
1990,3,7,2.9349501,0.42407,5,2.96543
1990,3,8,3.0697999,0.81232101,5,3.17546
1990,3,9,3.00156,1.10683,5,3.19913
1990,3,10,2.7562301,1.28415,5,3.04069
1990,3,11,2.8873799,1.59833,5,3.30025
1990,3,12,2.61274,1.56909,5,3.04769
1990,3,13,2.1597199,1.54283,5,2.65419
1990,3,14,1.6790299,1.79036,6,2.45450
1990,3,15,1.05136,1.8688101,6,2.14425
1990,3,17,-0.1547,2.0959899,7,2.10169
1990,3,20,-0.1391,2.08831,7,2.09294
1990,3,21,-0.12327,2.0942299,7,2.09786
1990,3,22,-0.26319,2.06002,7,2.07676
1990,3,23,-0.58240998,1.95521,7,2.04011
1990,4,7,0.83765501,-1.84846,3,2.02940
1990,4,9,1.3763601,-1.63243,3,2.13523
1990,4,10,1.4837,-1.59025,3,2.17491
1990,4,15,2.1000099,-0.00124820997,4,2.10001
1990,4,16,1.96526,0.37190801,5,2.00014
1990,4,18,1.34569,1.53501,6,2.04136
1990,4,19,0.99291199,1.83487,6,2.08629
1990,5,8,-1.10166,-1.68077,2,2.00963
1990,5,9,-0.95501,-1.99678,2,2.21341
1990,5,10,-0.84373999,-2.27163,2,2.42326
1990,5,11,-0.51375002,-2.30724,2,2.36374
1990,5,12,0.0804260969,-2.3552301,3,2.35660
1990,5,13,0.55679601,-2.09092,3,2.16378
1990,5,14,1.07585,-1.69306,3,2.00596
1990,5,17,1.81828,-0.84672999,4,2.00576
1990,8,16,1.70901,1.1423301,5,2.05564
1990,8,17,1.80317,1.1397901,5,2.13320
1990,10,23,-1.50353,-1.34413,1,2.01675
1990,10,24,-1.53687,-1.48368,1,2.13618
1990,10,25,-1.33971,-1.52161,2,2.02735
1990,11,16,-0.83142,1.85122,7,2.02935
1990,11,17,-1.03065,1.7553101,7,2.03552
1990,11,20,-1.5938801,1.3708301,8,2.10229
1990,11,21,-1.85833,1.15579,8,2.18844
1990,11,22,-1.8386199,0.79070598,8,2.00143
1990,12,7,-1.78698,-0.93838,1,2.01838
1990,12,8,-1.61932,-1.34418,1,2.10453
1991,3,27,-1.23376,-1.57423,2,2.00009
1991,3,28,-1.14254,-1.83415,2,2.16090
1991,3,29,-0.80522001,-1.85072,2,2.01830
1991,5,15,-2.22422,0.0821888,8,2.22574
1991,5,16,-2.5532999,-0.20307,1,2.56136
1991,5,17,-2.68841,-0.51287001,1,2.73689
1991,5,18,-2.68275,-0.87405002,1,2.82155
1991,5,19,-2.5448999,-1.19254,1,2.81046
1991,5,20,-2.11462,-1.41801,1,2.54605
1991,5,21,-1.6114399,-1.7400301,2,2.37160
1991,5,23,-0.93002999,-1.8797899,2,2.09728
1991,5,24,-0.76214999,-1.88806,2,2.03608
1991,8,22,2.0801699,-0.0299773999,4,2.08038
1991,8,23,2.3312299,0.240748,5,2.34363
1991,8,24,2.5808301,0.195739,5,2.58824
1991,8,25,2.3698299,0.0927402973,5,2.37164
1991,9,6,1.48689,1.48125,5,2.09879
1991,9,7,1.4616899,1.60826,6,2.17326
1991,9,11,-0.16892,2.1254499,7,2.13215
1991,9,12,-0.44902,2.1083801,7,2.15566
1991,9,13,-0.79281998,2.0475299,7,2.19566
1991,9,14,-1.12851,2.0140901,7,2.30870
1991,9,15,-1.31618,1.89676,7,2.30869
1991,9,16,-1.3828,1.5247,7,2.05836
1991,12,10,-1.4825,1.40432,8,2.04204
1991,12,11,-1.6285599,1.34273,8,2.11071
1991,12,12,-1.9291,1.1783,8,2.26049
1991,12,13,-2.2003,0.671691,8,2.30054
1991,12,14,-2.15573,0.38873699,8,2.19050
1991,12,20,-0.70446998,-2.01456,2,2.13418
1991,12,21,-0.39142999,-2.2535801,2,2.28732
1991,12,22,0.0452512018,-2.2149601,3,2.21543
1991,12,23,0.230657,-2.1428001,3,2.15518
1992,1,10,-0.47152001,2.02337,7,2.07758
1992,1,11,-0.87677002,1.92522,7,2.11546
1992,1,12,-1.27512,1.84474,7,2.24254
1992,1,13,-1.8237799,1.69039,8,2.48668
1992,1,14,-1.93595,1.35265,8,2.36168
1992,1,15,-1.99946,1.09989,8,2.28202
1992,1,16,-2.0536001,0.93767703,8,2.25755
1992,1,24,-2.1154499,0.00864254031,8,2.11547
1992,1,25,-2.2824099,-0.10976,1,2.28504
1992,1,26,-2.43975,-0.53389001,1,2.49748
1992,1,27,-2.20783,-0.75744998,1,2.33415
1992,1,28,-2.01439,-0.82156998,1,2.17549
1992,3,30,0.75706202,-2.2817199,3,2.40404
1992,3,31,1.14825,-2.1927099,3,2.47517
1992,4,1,1.5356801,-2.0676701,3,2.57557
1992,4,2,1.5997601,-1.68266,3,2.32176
1992,4,3,1.71641,-1.2167799,4,2.10395
1992,4,4,1.87599,-0.74062997,4,2.01690
1992,11,29,-1.88714,-0.76001,1,2.03443
1992,12,31,-0.82495999,1.92459,7,2.09394
1993,1,1,-1.18883,2.0403299,7,2.36141
1993,1,2,-1.51617,1.92994,7,2.45427
1993,1,3,-1.89814,1.74295,8,2.57697
1993,1,4,-2.3576901,1.31604,8,2.70012
1993,1,5,-2.7885399,0.72427303,8,2.88107
1993,1,6,-2.9607799,0.0194450002,8,2.96084
1993,1,7,-2.57812,-0.52428001,1,2.63089
1993,1,8,-2.2498701,-0.91852999,1,2.43015
1993,1,9,-1.90276,-1.08599,1,2.19086
1993,1,10,-1.79661,-1.3178,1,2.22809
1993,1,11,-1.66082,-1.71778,2,2.38938
1993,1,12,-1.66206,-2.41097,2,2.92835
1993,1,13,-1.3141,-2.8984399,2,3.18242
1993,1,14,-0.75149,-3.1276801,2,3.21670
1993,1,15,-0.26829001,-3.19419,2,3.20543
1993,1,16,0.153089,-2.9944999,3,2.99841
1993,1,17,0.329144,-2.93382,3,2.95222
1993,1,18,0.75871098,-2.8641801,3,2.96297
1993,1,19,1.3158,-2.61941,3,2.93132
1993,1,20,1.65952,-2.5019901,3,3.00233
1993,1,21,1.89886,-2.07989,3,2.81631
1993,1,22,2.1317699,-1.09842,4,2.39811
1993,1,23,2.0619099,-0.50726998,4,2.12339
1993,1,27,0.94488698,1.91327,6,2.13387
1993,1,28,0.65251303,2.0409701,6,2.14273
1993,1,29,0.36058599,2.1997099,6,2.22907
1993,1,30,-0.0338978991,2.154,7,2.15427
1993,1,31,-0.26082999,2.22454,7,2.23978
1993,2,1,-0.54266,2.3013599,7,2.36447
1993,2,2,-0.66777998,2.1443901,7,2.24596
1993,2,3,-0.99952,1.96154,7,2.20152
1993,2,4,-1.19203,1.97796,7,2.30938
1993,2,5,-1.1194,2.1318901,7,2.40791
1993,2,6,-1.11484,2.17436,7,2.44350
1993,2,7,-1.12675,1.9811,7,2.27911
1993,3,8,1.0107501,-1.75666,3,2.02669
1993,3,9,1.22321,-1.84311,3,2.21208
1993,3,10,1.26818,-1.6655101,3,2.09337
1993,5,30,0.30173299,-2.05304,3,2.07509
1993,5,31,0.395879,-2.0244999,3,2.06284
1993,10,26,-1.9403,1.18398,8,2.27301
1993,10,27,-2.11359,0.90644902,8,2.29976
1993,10,28,-2.1931801,0.54113102,8,2.25895
1993,10,29,-2.31657,0.21209399,8,2.32625
1993,10,30,-2.36869,-0.20522,1,2.37757
1993,10,31,-2.2405601,-0.65983999,1,2.33570
1993,11,1,-1.8915499,-1.09322,1,2.18474
1993,11,2,-1.6938699,-1.57682,1,2.31421
1993,11,3,-1.46253,-1.84392,2,2.35351
1993,11,4,-1.00665,-1.95522,2,2.19914
1993,11,5,-0.55877,-2.03935,2,2.11451
1993,11,6,-0.25997001,-2.09253,2,2.10862
1993,11,7,-0.10384,-2.0903499,2,2.09293
1993,11,29,0.265892,-2.0943401,3,2.11115
1993,11,30,0.49359101,-2.11814,3,2.17489
1993,12,7,1.92838,-0.86277997,4,2.11259
1994,2,10,0.94652098,-1.78333,3,2.01895
1994,2,11,1.054,-1.72273,3,2.01958
1994,2,12,1.51776,-1.66019,3,2.24940
1994,2,13,1.87327,-1.50657,4,2.40393
1994,2,14,2.1859601,-1.36111,4,2.57508
1994,2,15,2.33529,-1.10904,4,2.58525
1994,2,16,2.64674,-0.66196001,4,2.72827
1994,2,17,2.8877599,-0.16912,4,2.89271
1994,2,18,2.87061,0.436611,5,2.90362
1994,2,19,2.4531,0.95183498,5,2.63129
1994,2,20,2.2494199,1.41945,5,2.65984
1994,2,21,2.15453,1.9251601,5,2.88934
1994,2,22,1.8268501,2.1454899,6,2.81789
1994,2,23,1.09563,1.97035,6,2.25448
1994,2,24,0.62024999,2.0273199,6,2.12008
1994,2,25,0.36201999,2.02302,6,2.05516
1994,5,10,0.52123803,2.10531,6,2.16888
1994,5,11,0.233354,2.2486401,6,2.26072
1994,5,12,-0.15386,2.3376,7,2.34266
1994,5,13,-0.62186998,2.3069799,7,2.38932
1994,5,14,-1.02722,2.3589799,7,2.57293
1994,5,15,-1.32832,2.0925701,7,2.47856
1994,5,16,-1.5390199,1.61646,7,2.23193
1994,5,17,-1.69809,1.3430901,8,2.16504
1994,5,18,-1.94108,0.91697901,8,2.14678
1994,5,19,-2.0118201,0.79158002,8,2.16195
1994,5,20,-2.1652701,0.75055802,8,2.29166
1994,5,21,-2.31584,0.64282203,8,2.40340
1994,5,22,-2.14446,0.406627,8,2.18268
1994,9,19,-0.75810999,2.0374501,7,2.17393
1994,9,20,-1.49633,2.0624299,7,2.54806
1994,9,21,-1.68599,2.24529,7,2.80783
1994,9,22,-1.85165,2.0715599,7,2.77848
1994,9,23,-2.1580801,2.05474,8,2.97981
1994,9,24,-2.14347,1.6453201,8,2.70213
1994,9,25,-1.77212,1.56944,8,2.36718
1994,9,26,-1.6055599,1.49025,8,2.19059
1994,9,27,-1.58369,1.24991,8,2.01751
1994,9,29,-2.0090799,0.761639,8,2.14860
1994,9,30,-1.96119,0.476316,8,2.01820
1994,12,9,2.0660801,0.340857,5,2.09401
1994,12,10,1.96501,0.55661702,5,2.04232
1995,1,22,2.07828,-0.078041099,4,2.07975
1995,1,23,2.07147,0.291877,5,2.09193
1995,1,25,1.93576,0.78714699,5,2.08968
1995,2,28,1.98251,-1.1509399,4,2.29238
1995,3,1,2.29017,-0.92593998,4,2.47027
1995,3,2,2.2535801,-0.19966,4,2.26240
1995,3,3,2.4539499,0.55697501,5,2.51637
1995,3,4,2.4726501,0.95777899,5,2.65167
1995,3,5,2.07464,1.23466,5,2.41423
1995,3,6,1.6081001,1.65183,6,2.30532
1995,3,7,1.32806,2.0808001,6,2.46849
1995,3,8,0.96929699,1.96334,6,2.18958
1995,5,22,-1.5762399,1.2860301,8,2.03431
1995,5,23,-1.66948,1.20511,8,2.05900
1995,5,24,-1.72552,1.14805,8,2.07254
1995,5,25,-1.7797101,1.12166,8,2.10369
1995,5,26,-1.79735,0.97799301,8,2.04620
1995,7,4,-0.12154,-2.1284201,2,2.13189
1995,7,5,0.21585301,-2.2701099,3,2.28035
1995,7,31,-1.18098,-1.80013,2,2.15295
1995,8,2,-0.57883,-2.0297501,2,2.11067
1995,8,3,-0.28062001,-2.1258199,2,2.14427
1995,12,10,-0.31996,2.12271,7,2.14669
1995,12,11,-0.26355001,2.14166,7,2.15781
1995,12,16,-1.11902,1.66448,7,2.00566
1996,3,16,-1.70646,-1.40037,1,2.20749
1996,3,17,-1.22495,-1.78809,2,2.16743
1996,3,18,-0.88507003,-2.0165,2,2.20219
1996,3,19,-0.78397,-2.2804101,2,2.41140
1996,3,20,-0.30142999,-2.3775899,2,2.39662
1996,3,21,-0.0565938987,-2.2779701,2,2.27868
1996,3,22,0.104401,-2.1949401,3,2.19742
1996,3,26,0.53827202,-1.9277101,3,2.00145
1996,3,27,1.11581,-2.06353,3,2.34588
1996,3,28,1.39536,-1.71837,3,2.21355
1996,3,29,1.6023901,-1.5247,4,2.21186
1996,3,30,1.5289299,-1.3119,4,2.01462
1996,4,2,2.0952201,-0.68616003,4,2.20471
1996,4,3,2.07427,-0.22709,4,2.08666
1996,4,4,2.0229299,0.119937,5,2.02648
1996,5,7,1.2237099,1.66761,6,2.06843
1996,5,8,0.95775503,1.92739,6,2.15224
1996,5,11,-0.35709,2.0805199,7,2.11094
1996,5,12,-0.52710003,2.0615201,7,2.12784
1996,5,16,-1.0893101,1.94854,7,2.23235
1996,5,17,-1.41546,2.14767,7,2.57216
1996,5,18,-1.34386,1.9374,7,2.35785
1996,5,19,-1.57828,1.37396,8,2.09254
1996,6,26,-2.1887801,0.62589902,8,2.27651
1996,6,27,-2.4342599,0.315698,8,2.45465
1996,6,28,-2.4735401,0.0150432996,8,2.47358
1996,6,29,-2.3863399,-0.32723001,1,2.40867
1996,6,30,-2.3176401,-0.79334003,1,2.44966
1996,7,1,-2.21067,-1.2684,1,2.54870
1996,7,2,-2.132,-1.47118,1,2.59033
1996,7,3,-1.90488,-1.47971,1,2.41208
1996,7,4,-1.47577,-1.39489,1,2.03067
1996,9,12,1.71947,1.34343,5,2.18205
1996,9,13,1.71465,1.35603,5,2.18606
1996,11,6,1.73844,1.02157,5,2.01638
1996,11,8,1.01566,1.78339,6,2.05233
1996,11,9,0.76740497,2.1512001,6,2.28398
1996,11,10,0.262885,2.2555399,6,2.27081
1996,11,11,-0.28643,2.20383,7,2.22237
1996,11,12,-0.88765001,2.18697,7,2.36025
1996,11,13,-1.75799,1.69618,8,2.44286
1996,11,14,-2.5727201,1.21904,8,2.84692
1996,11,15,-2.84986,0.99657702,8,3.01909
1996,11,16,-2.9298201,0.740215,8,3.02188
1996,11,17,-2.7147501,0.32074299,8,2.73364
1996,11,18,-2.5141101,0.0959694013,8,2.51594
1996,11,19,-2.5044999,-0.29186001,1,2.52145
1996,11,20,-2.0585699,-0.68958002,1,2.17100
1996,12,10,1.36589,-1.65562,3,2.14633
1996,12,11,1.62052,-1.54229,4,2.23713
1996,12,12,1.73631,-1.26097,4,2.14588
1996,12,13,2.03174,-0.85816997,4,2.20554
1996,12,14,2.1959901,-0.3696,4,2.22688
1996,12,15,2.3297999,0.16274799,5,2.33548
1996,12,16,2.01016,0.39893499,5,2.04937
1996,12,22,1.54371,1.7675,6,2.34672
1996,12,23,1.51551,2.2980299,6,2.75277
1996,12,24,1.11272,2.69999,6,2.92029
1996,12,25,0.83219397,3.11727,6,3.22644
1996,12,26,0.37237301,3.4981201,6,3.51788
1996,12,27,-0.0795746967,3.46683,7,3.46774
1996,12,28,-0.65302002,3.5074999,7,3.56777
1996,12,29,-0.82211,3.3459699,7,3.44549
1996,12,30,-1.10566,2.98031,7,3.17880
1996,12,31,-1.46919,2.6433499,7,3.02420
1997,1,1,-1.65793,2.0297501,7,2.62080
1997,1,2,-1.5174201,1.4936399,8,2.12921
1997,1,4,-1.66144,1.20486,8,2.05233
1997,2,11,1.55708,-1.44403,4,2.12361
1997,2,12,1.64578,-1.25401,4,2.06908
1997,2,13,1.68323,-1.13625,4,2.03085
1997,2,14,1.72489,-1.02751,4,2.00774
1997,2,15,1.8347,-1.0073299,4,2.09305
1997,2,16,1.89281,-1.10912,4,2.19383
1997,2,17,2.36151,-0.80905998,4,2.49626
1997,2,18,2.6726,-0.65946001,4,2.75276
1997,2,19,2.6898999,-0.39061001,4,2.71812
1997,2,20,2.4277301,-0.16388001,4,2.43325
1997,2,21,2.13533,0.17146499,5,2.14220
1997,2,23,1.84536,0.94184703,5,2.07182
1997,2,24,1.6190701,1.56968,5,2.25506
1997,2,25,1.34399,1.9227,6,2.34587
1997,2,26,0.98391902,2.02795,6,2.25404
1997,2,27,0.82220501,2.1259301,6,2.27939
1997,2,28,0.88621199,2.4497099,6,2.60508
1997,3,1,0.69136202,2.4700699,6,2.56500
1997,3,2,0.629125,2.4733701,6,2.55212
1997,3,3,0.74720001,2.6496899,6,2.75303
1997,3,4,0.60193098,2.6869099,6,2.75351
1997,3,5,0.93291903,2.4460299,6,2.61790
1997,3,6,1.31889,2.31899,6,2.66781
1997,3,7,1.26989,2.5791099,6,2.87479
1997,3,8,0.98883802,2.9867599,6,3.14620
1997,3,9,0.87926799,3.2962301,6,3.41148
1997,3,10,0.47141299,3.6445501,6,3.67491
1997,3,11,-0.16421001,3.8503699,7,3.85387
1997,3,12,-0.65082002,3.76858,7,3.82437
1997,3,13,-0.79079998,3.3961301,7,3.48699
1997,3,14,-0.94871998,2.8115001,7,2.96725
1997,3,15,-1.2916,2.22436,7,2.57215
1997,3,16,-1.6891201,2.2952001,7,2.84975
1997,3,17,-1.9555399,2.4593999,7,3.14209
1997,3,18,-2.2132699,2.4577701,7,3.30744
1997,3,19,-2.2120099,2.2102001,8,3.12698
1997,3,20,-2.49032,1.69771,8,3.01396
1997,3,21,-2.8943801,1.36894,8,3.20178
1997,3,22,-3.1580701,0.86835003,8,3.27527
1997,3,23,-3.27636,0.76674002,8,3.36488
1997,3,24,-3.36918,0.580387,8,3.41881
1997,3,25,-3.5079,-0.0573735982,1,3.50836
1997,3,26,-3.3656099,-0.65090001,1,3.42798
1997,3,27,-3.1128299,-1.18926,1,3.33227
1997,3,28,-2.7623401,-1.69357,1,3.24016
1997,3,29,-2.2476299,-2.29915,2,3.21527
1997,3,30,-1.95039,-2.78497,2,3.40001
1997,3,31,-1.53555,-2.83939,2,3.22801
1997,4,1,-0.92922002,-2.67872,2,2.83531
1997,4,2,-0.36697999,-2.34793,2,2.37644
1997,4,19,-1.95899,0.43685901,8,2.00711
1997,4,20,-2.07145,0.150984,8,2.07694
1997,4,21,-2.3005199,-0.26510999,1,2.31574
1997,4,22,-2.35252,-0.54807001,1,2.41552
1997,4,23,-2.58093,-0.49860999,1,2.62865
1997,4,24,-2.35428,-0.89162999,1,2.51747
1997,4,25,-2.1036301,-1.03541,1,2.34464
1997,4,26,-1.61514,-1.20217,1,2.01342
1997,5,16,1.9967999,-0.54683,4,2.07032
1997,5,17,2.16675,0.0923611,5,2.16872
1997,5,18,1.92398,0.78160298,5,2.07668
1997,5,19,1.9443099,1.44836,5,2.42447
1997,5,20,1.7993,2.1289401,6,2.78745
1997,5,21,1.11351,2.3324201,6,2.58459
1997,5,22,0.47766301,2.6104701,6,2.65381
1997,5,23,-0.16238999,2.6684899,7,2.67343
1997,5,24,-0.49968001,2.6830201,7,2.72915
1997,5,25,-0.67692,2.6937799,7,2.77753
1997,5,26,-0.80203003,2.8396699,7,2.95076
1997,5,27,-0.90944999,3.0119801,7,3.14629
1997,5,28,-1.1766599,2.93486,7,3.16195
1997,5,29,-1.28649,2.6454301,7,2.94166
1997,5,30,-1.56784,2.2628,7,2.75289
1997,5,31,-1.48724,2.2576799,7,2.70352
1997,6,1,-1.38864,2.05513,7,2.48030
1997,6,2,-1.63454,1.55683,8,2.25731
1997,6,3,-2.0081,1.11533,8,2.29704
1997,6,4,-2.4131899,0.94444901,8,2.59142
1997,6,5,-2.41324,0.67184103,8,2.50501
1997,6,6,-2.26582,0.32376501,8,2.28884
1997,6,7,-2.4324601,0.292119,8,2.44993
1997,6,8,-2.7037799,0.37053299,8,2.72905
1997,6,9,-2.56675,0.61823499,8,2.64015
1997,6,10,-2.6072199,0.556961,8,2.66605
1997,6,11,-2.65711,0.349565,8,2.68000
1997,6,12,-2.5046301,-0.18179999,1,2.51122
1997,6,13,-2.5035501,-0.47172999,1,2.54760
1997,6,14,-2.1492901,-0.82955003,1,2.30382
